species_details,,,,,recorded_present,,,,,status,,,,,,,,,,population_trends,,,,,,,,,photoperiod,,,larval_habitat,pupal_habit,,,,,,,,wingless_reduced_wing_females,morphological_characteristics,,,voltinism,,,,egg_stage,,,,,,,,,,,,larval_stage,,,,,,,,,,,,,pupal_stage,,,,,,,,,,,,,adult_stage,,,,,,,,,,,,overwintering_stage,,,,host_plant_specificity,,,,,ellenberg_traits,,,,,broad_host_plant_category,,,,,,,,,,,,,,,,,,host_plant_section,,,,,,,,common_hostplants,,,,,,,,,,,,,,,,,,,,habitat,,,,,,,,,,,,,,,,,,,,
abh_number,b&f_number,scientific_name ,common_name ,family,england ,scotland ,wales ,northern_ireland,republic_of_ireland,reintroduced,immigrant ,resident,extinct_gb ,extinct_i,red_list_gb ,red_list_ireland,gb_10_km_squares_(2000-2016),ireland_10_km_squares_(2000-2016),rarirty_gb,long_term_distribution_trend_gb,sig_long_term_distribution_trend_gb,range_long_term_distribution_trend_gb,short_term_distribution_trend_gb,sig_short_term_distribution_trend_gb,range_short_term_distribution_trend_gb,abundance_trend_gb,sig_abundance_trend_gb,range_abundance_trend_gb ,diurnal ,nocturnal ,easily_disturbed_by_day,communal_or_nest,below_ground,leaf_litter_moss_on_ground_soil_surface,hostplant_external,hostplant_internal_stem,hostplant_internal_root,other_vegetation_external,stone_inc_walls,dead_rotten_wood ,wingless_reduced_wing_female,forewing_minimum,forewing_maximum,estimated_dry_mass,obligate_univoltine,obligate_multivoltine,partial_generation,phenology_shift,egg_jan,egg_feb,egg_mar,egg_apr,egg_may,egg_jun,egg_jul,egg_aug,egg_sep,egg_oct,egg_nov,egg_dec,lar_jan,lar_feb,lar_mar,lar_apr,lar_may,lar_jun,lar_july,lar_aug,lar_sep,lar_oct,lar_nov,lar_dec,lar_multiple,pup_jan,pup_feb,pup_mar,pup_apr,pup_may,pup_jun,pup_jul,pup_aug,pup_sep,pup_oct,pup_nov,pup_dec,pup_multiple,ad_jan,ad_feb,ad_mar,ad_apr,ad_may,ad_jun,ad_jul,ad_agu,ad_sep,ad_oct,ad_nov,ad_dec,egg,larva,pupa,adult,specificity ,number_hostplants,hostplant_or_hostplant_category,hostplant_or_hostplant_category_scientific,hostplant_native_or_non-native,light_value,moisture_value,reaction,nitrogen,salt_tolerance,sedges,rushes,grasses ,forbs,ferns,broadleaf_trees,coniferous_trees,shrubs_dwarf_shrubs,mosses,lichens_algae,fungi,slime_moulds,detritus,aquatic_plants,dead_withered_leaves,live_dead_invertebrates_meat,galls,stored_goods,roots,stem_shoot,trunk_branches,seeds_berries_fruits,flowers_flower_buds_catkins,leaves_leaf_buds_fronds_external,leaves_internal_mines,other,willow Salix spp,birches Betula spp,Blackthorn (Prunus spinosa),oaks Quercus spp,Hawthorn Crataegus monogyna,docks Rumex spp,Hazel Corylus avellana,Heather Calluna vulgaris,grasses ,Bramble Rubus fruticosus,Bilberry Vaccinium myrtillus,Alder Alnus glutinosa,Pedunculate Oak Quercus robur,Aspen Populus tremula,elms Ulmus spp.,dandelions Taraxacum spp., Downy Birch Betula pubescens,hawthorns Crataegus spp.,Beech Fagus sylvatica,Honeysuckle Lonicera periclymenum,1. Woodland,1a_broadleaved_woodland,1b_coniferious_woodland,1c_scrub_and_hedgerows,1d_wet_woodland_alder_willow_carr,2_heathland,3_moorland,4_grassland,4a_calcareou_grassland,4b_wet_grassland,4c_acid_grassland,5_wetlands,5a_bog_mosses_mires,5b_fens_and_marshes,5c_reedbeds,6a_sand_dunes,6b_saltmarsh,6c_rocky_coast,6d_coastal_shingle,7_montane_upland,8_other
54.005,167,Zygaena loti,Slender Scotch Burnet,Zygaenidae,,1,,,,,,1,,,EN,  ,7,0,Nationally Rare,,,,,,,,,,1,,,,,1,,,,,,,,14,16,26.1,1,,,,,,,,,1,1,,,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,1,,,Monophagous,1,Common Bird's-foot-trefoil Lotus corniculatus,Lotus corniculatus,1,7,4,6,2,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
54.006,166,Zygaena exulans,Scotch Burnet or Mountain Burnet,Zygaenidae,,1,,,,,,1,,,NT,  ,3,0,Nationally Rare,,,,,,,,,,1,,,,,,1,,,1,,,,10,16,16.8,1,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,Monophagous,1,Crowberry Empetrum nigrum,Empetrum nigrum,1,7,6,2,1,0,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
54.007,168,Zygaena viciae,New Forest Burnet,Zygaenidae,1,1,,,,,,1,,,CR,  ,1,0,Nationally Rare,,,,,,,,,,1,,,,,1,,,,1,,,,12,14,16.8,1,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,Oligophagous (Family),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
54.008,169,Zygaena filipendulae,Six-spot Burnet,Zygaenidae,1,1,1,1,1,,,1,,,LC,LC,1645,331,,396%,Y,1970 - 2016,15%,N,2000 - 2016,,,,1,,,,,,,,,1,1,1,,15,19,38.2,1,,,-5.8,,,,,,,1,1,,,,,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,,,1,1,1,,,,,,,,,,,1,1,1,,,,,,1,,,Monophagous,1,Common Bird's-foot-trefoil Lotus corniculatus,Lotus corniculatus,1,7,4,6,2,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,1,,3,
54.009,171,Zygaena lonicerae,Narrow-bordered Five-spot Burnet,Zygaenidae,1,1,1,1,1,,,1,,,LC,VU,853,46,,50%,Y,1980 - 2016,-12%,N,2000 - 2016,,,,1,,,,,,,,,1,,,,15,19,38.2,1,,,-11.9,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,1,1,1,,,,,,,,,,,,1,1,1,,,,,,1,,,Oligophagous (Family),7,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,,,
54.01,170,Zygaena trifolii,Five-spot Burnet,Zygaenidae,1,,1,,,,,1,,,LC,  ,348,0,,10%,N,1990 - 2016,79%,N,2000 - 2016,,,,1,,,,,1,,,,1,,,,14,19,34.9,1,,,-7.4,,,,,,,1,1,,,,,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,,,,,,,,,,,1,1,1,1,,,,,,1,,,Oligophagous (Genus),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,,,,,
56.003,1539,Papilio machaon,Swallowtail,Papilionidae,1,1,1,1,1,,1,1,,,NT,,,,Nationally Rare,-56%,,1976-2014,-13%,,2005-2014,37%,N,1976-2018,1,,,,,,1,,,1,,,,76,93,,1,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,?,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Monophagous,1,Milk-parsley Thysselinum palustre,Thysselinum palustre,1,7,9,7,5,0,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,
57.001,1532,Erynnis tages,Dingy Skipper,Hesperiidae,1,1,1,1,1,,,1,,,VU,NT,,,,-61%,,1976-2014,21%,,2005-2014,-22%,N,1976-2018,1,,,,,,1,,,1,,,,27,34,,1,,1,,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,,,1c,,,Monophagous,1,Common Bird's-foot-trefoil Lotus corniculatus,Lotus corniculatus,1,7,4,6,2,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,,,,,1,,,,3,River shingles
57.002,1534,Pyrgus malvae,Grizzled Skipper,Hesperiidae,1,1,1,,,,,1,,,VU,,,,,-53%,,1976-2014,7%,,2005-2014,-55%,Y,1976-2018,1,,,,,,1,,,1,,,,23,29,,1,,1,,,,,,1,1,,,,,,,,,,,1,1,1,1,1,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,1,1,1,,1,,,,,,,1,,Oligophagous (Family),3,, ,1,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,1,,1,,,,,1,,,1,,
57.004,1525,Carterocephalus palaemon,Chequered Skipper,Hesperiidae,1,1,,,,2,,1,,,EN,,,,Nationally Scarce,-44%,,1976-2014,18%,,2005-2014,-32%,N,2003-2018,1,,,,,,1,,,1,,,,29,31,,1,,,,,,,,,1,1,,,,,,1,1,1,,,,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,Oligophagous (Family),5,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,
57.005,1527,Thymelicus lineola,Essex Skipper,Hesperiidae,1,1,1,,1,,,1,,,LC,,,,,104%,,1976-2014,3%,,2005-2014,-90%,Y,1977-2018,1,,,,,,1,,,,,,,26,30,,1,,,,1,1,1,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,,Oligophagous (Family),8,, ,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,
57.006,1526,Thymelicus sylvestris,Small Skipper,Hesperiidae,1,1,1,,1,,,1,,,LC,,,,,-7%,,1976-2014,-1%,,2005-2014,-76%,Y,1976-2018,1,,,,,,1,,,1,,,,27,34,,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,1c,,,Oligophagous (Family),6,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,
57.007,1528,Thymelicus acteon,Lulworth Skipper,Hesperiidae,1,,,,,,,1,,,NT,,,,Nationally Rare,-78%,,1976-2014,23%,,2005-2014,-79%,Y,1992-2018,1,,,,,,1,,,,,,,24,28,,1,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,1,1,1,1,1,,,,,1c,,,Monophagous,1,Tor-grass Brachypodium rupestre,Brachypodium rupestre,1,7,3,8,3,0,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
57.008,1529,Hesperia comma,Silver-spotted Skipper,Hesperiidae,1,,,,,,,1,,,NT,,,,,10%,,1976-2014,7%,,2005-2014,555%,Y,1979-2018,1,,,,,,,,,1,,,,29,37,,1,,,,1,1,1,,,,,,1,1,1,1,,,1,1,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,1,,,,Monophagous,1,Sheep’s-fescue Festuca ovina,Festuca ovina,1,7,5,4,2,0,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
57.009,1531,Ochlodes sylvanus,Large Skipper,Hesperiidae,1,1,1,,,,,1,,,LC,,,,,-12%,,1976-2014,12%,,2005-2014,-27%,N,1976-2018,1,,,,,,1,,,1,,,,29,36,,1,,1,,,,,,,,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,,,1,,,Oligophagous (Family),11,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,,,,,,,,,,,,1,1,1,1,,1,,1,1,,1,,,,,,,,,,
58.001,1541,Leptidea sinapis,Wood White,Pieridae,1,,1,,1,,,1,,,EN,NT,,,Nationally Scarce,-89%,,1976-2014,-25%,,2005-2014,-86%,Y,1979-2018,1,,,,,,,,,1,,,,42,42,,,1,,,,,,,,1,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Oligophagous (Family),5,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,,,,,,,,,,,
58.002,1541b,Leptidea juvernica,Cryptic Wood White,Pieridae,,,,1,1,,,1,,,,LC,,,Nationally Scarce,,,1976-2014,-23%,,2005-2014,,,,1,,,,,,,,,1,,,,42,42,,1,,,,,,,,1,1,1,,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,1,1,,,,,,,,,1,,Monophagous,1,Meadow Vetchling Lathyrus pratensis,Lathyrus pratensis,1,7,6,6,5,0,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,
58.003,1553,Anthocharis cardamines,Orange-tip,Pieridae,1,1,1,1,1,,,1,,,LC,LC,,,,8%,,1976-2014,-4%,,2005-2014,17%,N,1976-2018,1,,,,,,,,,1,,,,40,53,,1,,,,,,,,1,1,,,,,,,,,,,1,1,1,,,,,,,1,1,1,1,,,1,1,1,1,1,1,,,,,1,1,1,,,,,,,,,1,,Oligophagous (Family),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,1,,1,,,,,,3,
58.005,1548,Aporia crataegi,Black-veined White,Pieridae,1,,1,,,,,,1,,,,,,,,,1976-2014,,,2005-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.006,1549,Pieris brassicae,Large White,Pieridae,1,1,1,1,1,,1,1,,,LC,LC,,,,-3%,,1976-2014,2%,,2005-2014,-33%,N,1976-2018,1,,,1,,,,,,1,,,,58,63,,1,1,,,,,,,1,1,1,1,1,,,,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Polyphagous,7,, ,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Ubiquitous
58.007,1550,Pieris rapae,Small White,Pieridae,1,1,1,1,1,,,1,,,LC,LC,,,,-8%,,1976-2014,7%,,2005-2014,-25%,N,1976-2018,1,,,,,,,,,1,,,,38,57,,,1,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,?,,,1,1,1,1,,1,1,,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Polyphagous,13,, ,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Ubiquitous
58.008,1551,Pieris napi,Green-veined White,Pieridae,1,1,1,1,1,,,1,,,LC,LC,,,,5%,,1976-2014,-1%,,2005-2014,-12%,N,1976-2018,1,,,,,,1,,,1,,,,40,52,,1,1,,,,,,,1,1,,1,1,,,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1,,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,1,,Oligophagous (Family),15,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,3,Ubiquitous
58.009,1552,Pontia daplidice,Bath White,Pieridae,1,,1,,1,,1,,,,,,,,,,,1976-2014,,,2005-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.01,1545,Colias croceus,Clouded Yellow,Pieridae,1,1,1,1,1,,1,3,,,LC,LC,,,,84%,,1976-2014,-19%,,2005-2014,274%,N,1979-2018,1,,,,,,1,,,1,,,,52,62,,1,,,,,,,,1,1,,1,1,1,1,,?,?,?,,,1,1,1,1,1,?,?,,,,,,,,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,,,1,,,Oligophagous (Family),7,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
58.011,1543,Colias hyale,Pale Clouded Yellow,Pieridae,1,1,1,,1,,1,,,,,,,,,,,1976-2014,,,2005-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.012,1544,Colias alfacariensis,Berger's Clouded Yellow,Pieridae,1,,,,,,1,,,,,,,,,,,1976-2014,,,2005-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.013,1546,Gonepteryx rhamni,Brimstone,Pieridae,1,1,1,1,1,,,1,,,LC,LC,,,,20%,,1976-2014,14%,,2005-2014,15%,N,1976-2018,1,,,,,,,,,1,,,,60,74,,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,Oligophagous (Family),2,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,1,,1,,,,,,,
59.001,1630,Danaus plexippus,Monarch or Milkweed,Nymphalidae,1,1,1,1,1,,1,,,,,,,,,,,1976-2014,,,2005-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.002,1615,Lasiommata megera,Wall,Nymphalidae,1,1,1,1,1,,,1,,,NT,EN,,,,-77%,,1976-2014,-36%,,2005-2014,-88%,Y,1976-2018,1,,,,,,1,,,1,,,,45,53,,,1,1,,,,,,1,1,,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,,,,1,1,,Oligophagous (Family),8,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,
59.003,1614,Pararge aegeria,Speckled Wood,Nymphalidae,1,1,1,1,1,,,1,,,LC,LC,,,,71%,,1976-2014,3%,,2005-2014,67%,Y,1976-2018,1,,,,,,1,,,1,,,,46,52,,,1,,,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,,,1,,,Oligophagous (Family),8,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,3,
59.004,1628,Coenonympha tullia,Large Heath,Nymphalidae,1,1,1,1,1,,,1,,,VU,VU,,,,-58%,,1976-2014,-5%,,2005-2014,439%,Y,1990-2018,1,,,,,,1,,,1,,,,35,40,,1,,,,,,,,,1,1,,,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,,1,,,Oligophagous (Genus),3,, ,1,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,2,
59.005,1627,Coenonympha pamphilus,Small Heath,Nymphalidae,1,1,1,1,1,,,1,,,NT,NT,,,,-57%,,1976-2014,-7%,,2005-2014,-54%,Y,1976-2018,1,,,,,,1,,,1,,,,29,33,,1,1,1,,,,,,,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,1,1,1,1,1,,,,,1,,,Oligophagous (Family),4,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,1,,,,3,
59.007,1617,Erebia epiphron,Mountain Ringlet,Nymphalidae,1,1,,,1,,,1,,1,NT,RE,,,Nationally Scarce,-63%,,1976-2014,-19%,,2005-2014,,,,1,,,,,,1,,,,,,,28,38,,1,,,,,,,,,1,1,1,,,,,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,1,,,Monophagous,1,Mat-grass Nardus stricta,Nardus stricta,1,7,7,3,2,0,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,
59.008,1618,Erebia aethiops,Scotch Argus,Nymphalidae,1,1,,,,,,1,,,LC,,,,,-17%,,1976-2014,-18%,,2005-2014,82%,N,1979-2018,1,,,,,1,1,,,,,,,39,52,,1,,,,,,,,,,,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,Oligophagous (Family),7,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,,,,,,2,
59.009,1629,Aphantopus hyperantus,Ringlet,Nymphalidae,1,1,1,1,1,,,1,,,LC,LC,,,,63%,,1976-2014,21%,,2005-2014,307%,Y,1976-2018,1,,,,,1,,,,,,,,42,52,,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,1,,,Oligophagous (Family),7,, ,1,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,3,
59.01,1626,Maniola jurtina,Meadow Brown,Nymphalidae,1,1,1,1,1,,,1,,,LC,LC,,,,-3%,,1976-2014,-2%,,2005-2014,-3%,N,1976-2018,1,,,,,,1,,,,,,,49,56,,1,,,,,,,,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,1,1,1,1,1,,,,1,,,Oligophagous (Family),8,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,1,,,1,,,,1,1,,1,,,,,1,,,,3,
59.011,1625,Pyronia tithonus,Gatekeeper,Nymphalidae,1,1,1,,1,,,1,,,LC,NT,,,,15%,,1976-2014,1%,,2005-2014,-46%,Y,1976-2018,1,,,,,,1,,,,,,,37,43,,1,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,,1,,,Oligophagous (Family),5,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,1,,,1,,1,,1,,,1,,,,,1,,,,,
59.012,1620,Melanargia galathea,Marbled White,Nymphalidae,1,,1,,,,,1,,,LC,,,,,29%,,1976-2014,26%,,2005-2014,51%,Y,1976-2018,1,,,,,1,,,,,,,,53,58,,1,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,1c,,,Oligophagous (Family),3,, ,1,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,
59.013,1621,Hipparchia semele,Grayling,Nymphalidae,1,1,1,1,1,,,1,,,VU,NT,,,,-62%,,1976-2014,-18%,,2005-2014,-73%,Y,1976-2018,1,,,,,1,,,,,,,,48,62,,1,,,,,,,,,,1,1,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,,1,,,Oligophagous (Family),6,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,1,,,,,
59.014,1601,Boloria euphrosyne,Pearl-bordered Fritillary,Nymphalidae,1,1,1,,1,,,1,,,EN,EN,,,,-95%,,1976-2014,3%,,2005-2014,-78%,Y,1976-2018,1,,,,,,,,,1,,,,38,47,,1,,1,,,,,,1,1,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,Oligophagous (Genus),5,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,3,
59.015,1600,Boloria selene,Small Pearl-bordered Fritillary,Nymphalidae,1,1,1,,,,,1,,,NT,,,,,-76%,,1976-2014,-25%,,2005-2014,-70%,Y,1976-2018,1,,,,,,,,,1,,,,35,44,,1,,1,,,,,,,1,1,,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,,1,,,Oligophagous (Genus),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,1,,1,1,1,,,,,,3,
59.016,1603,Issoria lathonia,Queen of Spain Fritillary,Nymphalidae,1,1,1,,1,,1,,,,,,,,,,,1976-2014,,,2005-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
